scenario_id,clearance_mm,x_offset_mm,y_offset_mm,angular_misalignment_deg,insertion_depth_mm,contact_detection_force_threshold_n,max_allowed_force_n,max_allowed_torque_nm,require_rgbd,require_contact_gate,require_safety_gate,require_readiness_gate,require_pre_control_contract,command_output_enabled,motion_execution_enabled,controller_execution_allowed,trajectory_execution_allowed,follow_joint_trajectory_allowed,real_robot_allowed,moveit_allowed,compute_ik_allowed,fake_dataset_created,fake_plot_created,experimental_result_created
v1_10_scenario_360,0.2,0.0,0.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_361,0.2,0.0,0.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_362,0.2,0.0,0.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_363,0.2,0.0,0.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_364,0.2,0.0,0.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_365,0.2,0.0,0.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_366,0.2,0.0,0.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_367,0.2,0.0,0.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_368,0.2,0.0,0.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_369,0.2,0.0,0.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_370,0.2,0.0,0.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_371,0.2,0.0,0.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_372,0.2,0.0,0.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_373,0.2,0.0,0.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_374,0.2,0.0,0.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_375,0.2,0.0,0.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_376,0.2,0.0,0.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_377,0.2,0.0,0.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_378,0.2,0.0,0.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_379,0.2,0.0,1.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_380,0.2,0.0,1.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_381,0.2,0.0,1.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_382,0.2,0.0,1.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_383,0.2,0.0,1.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_384,0.2,0.0,1.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_385,0.2,0.0,1.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_386,0.2,0.0,1.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_387,0.2,0.0,1.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_388,0.2,0.0,1.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_389,0.2,0.0,1.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_390,0.2,0.0,1.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_391,0.2,0.0,1.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_392,0.2,0.0,1.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_393,0.2,0.0,1.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_394,0.2,0.0,1.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_395,0.2,0.0,1.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_396,0.2,0.0,1.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_397,0.2,0.0,1.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_398,0.2,0.0,1.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_399,0.2,0.0,1.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_400,0.2,0.0,1.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_401,0.2,0.0,1.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_402,0.2,0.0,1.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_403,0.2,0.0,1.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_404,0.2,0.0,1.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_405,0.2,0.0,1.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_406,0.2,1.0,-1.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_407,0.2,1.0,-1.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_408,0.2,1.0,-1.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_409,0.2,1.0,-1.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_410,0.2,1.0,-1.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_411,0.2,1.0,-1.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_412,0.2,1.0,-1.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_413,0.2,1.0,-1.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_414,0.2,1.0,-1.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_415,0.2,1.0,-1.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_416,0.2,1.0,-1.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_417,0.2,1.0,-1.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_418,0.2,1.0,-1.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_419,0.2,1.0,-1.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_420,0.2,1.0,-1.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_421,0.2,1.0,-1.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_422,0.2,1.0,-1.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_423,0.2,1.0,-1.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_424,0.2,1.0,-1.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_425,0.2,1.0,-1.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_426,0.2,1.0,-1.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_427,0.2,1.0,-1.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_428,0.2,1.0,-1.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_429,0.2,1.0,-1.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_430,0.2,1.0,-1.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_431,0.2,1.0,-1.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_432,0.2,1.0,-1.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_433,0.2,1.0,0.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_434,0.2,1.0,0.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_435,0.2,1.0,0.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_436,0.2,1.0,0.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_437,0.2,1.0,0.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_438,0.2,1.0,0.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_439,0.2,1.0,0.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_440,0.2,1.0,0.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_441,0.2,1.0,0.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_442,0.2,1.0,0.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_443,0.2,1.0,0.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_444,0.2,1.0,0.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_445,0.2,1.0,0.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_446,0.2,1.0,0.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_447,0.2,1.0,0.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_448,0.2,1.0,0.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_449,0.2,1.0,0.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_450,0.2,1.0,0.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_451,0.2,1.0,0.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_452,0.2,1.0,0.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_453,0.2,1.0,0.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_454,0.2,1.0,0.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_455,0.2,1.0,0.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_456,0.2,1.0,0.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_457,0.2,1.0,0.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_458,0.2,1.0,0.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_459,0.2,1.0,0.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_460,0.2,1.0,1.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_461,0.2,1.0,1.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_462,0.2,1.0,1.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_463,0.2,1.0,1.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_464,0.2,1.0,1.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_465,0.2,1.0,1.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_466,0.2,1.0,1.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_467,0.2,1.0,1.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_468,0.2,1.0,1.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_469,0.2,1.0,1.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_470,0.2,1.0,1.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_471,0.2,1.0,1.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_472,0.2,1.0,1.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_473,0.2,1.0,1.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_474,0.2,1.0,1.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_475,0.2,1.0,1.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_476,0.2,1.0,1.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_477,0.2,1.0,1.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_478,0.2,1.0,1.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_479,0.2,1.0,1.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_480,0.2,1.0,1.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_481,0.2,1.0,1.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_482,0.2,1.0,1.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_483,0.2,1.0,1.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_484,0.2,1.0,1.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_485,0.2,1.0,1.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_486,0.2,1.0,1.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_487,0.5,-1.0,-1.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_488,0.5,-1.0,-1.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_489,0.5,-1.0,-1.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_490,0.5,-1.0,-1.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_491,0.5,-1.0,-1.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_492,0.5,-1.0,-1.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_493,0.5,-1.0,-1.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_494,0.5,-1.0,-1.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_495,0.5,-1.0,-1.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_496,0.5,-1.0,-1.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_497,0.5,-1.0,-1.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_498,0.5,-1.0,-1.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_499,0.5,-1.0,-1.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_500,0.5,-1.0,-1.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_501,0.5,-1.0,-1.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_502,0.5,-1.0,-1.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_503,0.5,-1.0,-1.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_504,0.5,-1.0,-1.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_505,0.5,-1.0,-1.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_506,0.5,-1.0,-1.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_507,0.5,-1.0,-1.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_508,0.5,-1.0,-1.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_509,0.5,-1.0,-1.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_510,0.5,-1.0,-1.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_511,0.5,-1.0,-1.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_512,0.5,-1.0,-1.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_513,0.5,-1.0,-1.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_514,0.5,-1.0,0.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_515,0.5,-1.0,0.0,0.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_516,0.5,-1.0,0.0,0.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_517,0.5,-1.0,0.0,0.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_518,0.5,-1.0,0.0,0.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_519,0.5,-1.0,0.0,0.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_520,0.5,-1.0,0.0,0.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_521,0.5,-1.0,0.0,0.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_522,0.5,-1.0,0.0,0.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_523,0.5,-1.0,0.0,1.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_524,0.5,-1.0,0.0,1.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_525,0.5,-1.0,0.0,1.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_526,0.5,-1.0,0.0,1.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_527,0.5,-1.0,0.0,1.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_528,0.5,-1.0,0.0,1.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_529,0.5,-1.0,0.0,1.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_530,0.5,-1.0,0.0,1.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_531,0.5,-1.0,0.0,1.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_532,0.5,-1.0,0.0,2.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_533,0.5,-1.0,0.0,2.0,5.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_534,0.5,-1.0,0.0,2.0,5.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_535,0.5,-1.0,0.0,2.0,10.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_536,0.5,-1.0,0.0,2.0,10.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_537,0.5,-1.0,0.0,2.0,10.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_538,0.5,-1.0,0.0,2.0,20.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_539,0.5,-1.0,0.0,2.0,20.0,0.1,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_540,0.5,-1.0,0.0,2.0,20.0,0.2,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
v1_10_scenario_541,0.5,-1.0,1.0,0.0,5.0,0.05,50.0,5.0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
